ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
537;"HP Envy 13-AH0503na, i7 8550U, 16GB, 512GB SSD, MX 150, 13.3"" Touchscreen Laptop";749.99;9.99;01-Apr 19:04;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;13.3in;;SSD;;;Windows 10;;;Intel Core i7 8550u;;tabretail;Refurbished item. Fully working. Any signs of use will be very minor. Item may not be in the original retail box. However we do back these up with a 1 year warranty!;https://www.ebay.co.uk/itm/HP-Envy-13-AH0503na-i7-8550U-16GB-512GB-SSD-MX-150-13-3-034-Touchscreen-Laptop-/174228842945?hash=item2890d929c1%3Ag%3ARUgAAOSw6N9eeNw1&nma=true&si=MjZp6Ab3ZCW3i%252BjDtb96ynlXSx8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
538;Alienware 13 R3 OLED i7-7700HQ - 16GB DDR4 - 512GB SSD  GTX1060 6Gb  OLED BOXED;749.99;;01-Apr 19:04;Newbury, United Kingdom;Used;Gaming Laptop;;Alienware;13.3 in;;;;Alienware 13 R3;;;16 GB;;;ideasfactory15;;https://www.ebay.co.uk/itm/Alienware-13-R3-OLED-i7-7700HQ-16GB-DDR4-512GB-SSD-GTX1060-6Gb-OLED-BOXED-/164127274852?hash=item2636bf7764%3Ag%3AjdkAAOSwVsJegRZV&nma=true&si=cfR%252B2WpyJhKIEB3DJhCtGIVkGNg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
539;Dell Alienware 15 R3 Laptop i7-7700HQ 16GB RAM, NVIDIA GTX 1070 8G, G-sync 120hz;900.00;;01-Apr 19:04;Stoke-on-Trent, United Kingdom;Used;Notebook/Laptop;;Alienware;15.6 in;1920 x 1080;HDD + SSD;;Alienware 15;Windows 10;Home;16 GB;Intel Core i7 7th Gen.;2.80 GHz;sirsh4w;;https://www.ebay.co.uk/itm/Dell-Alienware-15-R3-Laptop-i7-7700HQ-16GB-RAM-NVIDIA-GTX-1070-8G-G-sync-120hz-/313032916210?hash=item48e2373cf2%3Ag%3AyA8AAOSwqG1eXowy&nma=true&si=%252FgP1Kw4Z1GzWbvnwX%252B7NLwwLdCg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
540;"ZenBook Pro Duo 15.6"" 512GB SSD, Intel Core i7-975OH, 16GB RAM, Nvidia RTX 2060";1650.00;;01-Apr 19:04;Bexley, United Kingdom;Used;Notebook/Laptop;;ASUS;15.6 in;;SSD (Solid State Drive);;ASUS ZenBook;Windows 10;;16 GB;Intel Core 2 Duo;2.60 GHz;mitul_varu;;https://www.ebay.co.uk/itm/ZenBook-Pro-Duo-15-6-034-512GB-SSD-Intel-Core-i7-975OH-16GB-RAM-Nvidia-RTX-2060-/153882214620?epid=6034675522&hash=item23d41840dc%3Ag%3ApZ0AAOSwCf5ee7Zc&nma=true&si=BOwLJtM5wKn7gVkHY1sRBxS7ZiM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
541;"HP Spectre x360 13-ae042ng i7-8550u 16GB 512GB 13.3"" touch ultrabook";755.00;39.57;01-Apr 19:04;Caersws, United Kingdom;Used;Ultrabook;;HP;13.3 in;;;;HP Spectre X360;;;16 GB;;;williams1992;;https://www.ebay.co.uk/itm/HP-Spectre-x360-13-ae042ng-i7-8550u-16GB-512GB-13-3-034-touch-ultrabook-/223933533160?hash=item34237a8be8%3Ag%3AF-IAAOSwC9RefKcM&nma=true&si=tNfjkTfPKvnT1H1UwIaMxJJO5F4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
542;ASUS ROG Strix Scar III 15.6 in (1TB SSD, Intel Core i7 9th Gen., RTX2070, 16GB);1400.00;50.29;03-Apr 10:34;Halifax, United Kingdom;Used;;;ASUS;15.6 in;;;;ASUS ROG Strix SCAR III;;;16 GB;Intel Core i7 9th Gen.;4.50 GHz;karolbuska;;https://www.ebay.co.uk/itm/ASUS-ROG-Strix-Scar-III-15-6-in-1TB-SSD-Intel-Core-i7-9th-Gen-RTX2070-16GB-/133376592829?hash=item1f0ddd4bbd%3Ag%3Az3gAAOSwKtVehOhj&nma=true&si=3%252BHFuosR2w7AkNciypRJUb%252Bp5dE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
543;Lenovo ThinkPad W541 Laptop: Core i7-4810MQ,16GB RAM, 240GB SSD Very Powerfull!;500.00;;01-Apr 19:04;Northallerton, United Kingdom;Seller refurbished;Notebook/Laptop;;Lenovo;15.6 in;1920 x 1080;SSD (Solid State Drive);;Lenovo ThinkPad W541;Windows 10;;16 GB;Intel Core i7 4th Gen.;2.80 GHz;the_refurb_and_new_computer_store;Great Condition Laptop - Not much sign of use;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-W541-Laptop-Core-i7-4810MQ-16GB-RAM-240GB-SSD-Very-Powerfull/392663867205?hash=item5b6c971f45:g:TLEAAOSwwolesZVN
544;"Dell XPS 13 9370 Rose Gold Laptop 13.3"" Full HD i7-8550U,16GB RAM, 512GB SSD";969.95;34.60;01-Apr 19:04;Liverpool, United Kingdom;New;Notebook/Laptop;;Dell;13.3 in;1920 x 1080;SSD (Solid State Drive);;Dell Xps 13 9370;Windows 10;;16 GB;Intel Core i7 8th Gen.;4.00 GHz;the-tech-saver;;https://www.ebay.co.uk/itm/Dell-XPS-13-9370-Rose-Gold-Laptop-13-3-034-Full-HD-i7-8550U-16GB-RAM-512GB-SSD-/333559910526?hash=item4da9b8507e%3Ag%3AAL0AAOSwy2BeNWJQ&nma=true&si=wYKf%252BAGABkQhJiUIYBOz3ebnWC0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
545;"Lenovo Thinkpad X1 Yoga 1st Gen i7 6600U 2.60GHz 16G 512GB SSD 14"" Laptop Win 10";360.00;22.00;01-Apr 19:04;North London, United Kingdom;For parts or not working;Notebook/Laptop;;Lenovo;14 in;1920 x 1080 Touchscreen;SSD (Solid State Drive);;Lenovo ThinkPad X1 Yoga;Windows 10;Professional;16GB (8x2);Intel Core i7 7600U;2.60 GHz;itinstock;In good condition and in full working order. Windows 10 Pro is pre-installed. Supplied in original box.. AC Adapter is included. Pen is included.***Touch Screen Function Not Working****;https://www.ebay.co.uk/itm/Lenovo-Thinkpad-X1-Yoga-1st-Gen-i7-6600U-2-60GHz-16G-512GB-SSD-14-034-Laptop-Win-10-/402193037567?epid=2289779162&hash=item5da492b8ff%3Ag%3ALmkAAOSwNJxeXOTl&nma=true&si=6n6gTz6yjsfLLn3T5T8%252FXSAbnhI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
546;Dell Inspiron 15 7577 Gaming Laptop i7-7700HQ 16GB RAM 256GB SSD + 1TB GTX 1060;800.00;38.70;30-Mar 16:45;Northolt, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;HDD + SSD;;Dell Inspiron 15 7577;Windows 10;Home;16 GB;Intel Core i7 7th Gen.;2.80 GHz;edmon-us2014;;https://www.ebay.co.uk/itm/Dell-Inspiron-15-7577-Gaming-Laptop-i7-7700HQ-16GB-RAM-256GB-SSD-1TB-GTX-1060-/174230648925?hash=item2890f4b85d%3Ag%3AMFUAAOSwIUReK00T&nma=true&si=rFqT%252BILzehmpEsWVCzJFCumh6Lo%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
547;"DELL LATITUDE E7470 14"" FullHD, Core i7 2.60GHz, 16GB RAM, 256GB SSD, WIN 10 PRO";350.00;23.01;30-Mar 16:45;Brighton, United Kingdom;Seller refurbished;;;Dell;14 in;;;;Dell Latitude E7470;Windows 10 Pro;;16 GB;;2.60 GHz;electro-market-ltd;VERY GOOD CONDITION WITH ONLY MINOR SCRATCHES AND WEAR.;https://www.ebay.co.uk/itm/DELL-LATITUDE-E7470-14-034-FullHD-Core-i7-2-60GHz-16GB-RAM-256GB-SSD-WIN-10-PRO-/233539858284?hash=item36600f6f6c%3Ag%3AsiAAAOSw2lRefPKS&nma=true&si=AmYgtFchiH3eLubJYBFmruIxWcc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
548;"HP EliteBook 840 G6 Laptop 14"" Full HD, intel i7 8565U, 16GB RAM, 256GB SSD";849.95;32.35;30-Mar 16:45;Liverpool, United Kingdom;Opened - never used;Notebook/Laptop;;HP;14 in;1920 x 1080;SSD (Solid State Drive);256 GB;HP EliteBook 840 G6;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;4.60 GHz;the-tech-saver;New in excellent condition with a very high specification and long HP warranty;https://www.ebay.co.uk/itm/HP-EliteBook-840-G6-Laptop-14-034-Full-HD-intel-i7-8565U-16GB-RAM-256GB-SSD-/333552620541?epid=26034845571&hash=item4da94913fd%3Ag%3ACqMAAOSw1p1eLMaT&nma=true&si=Vltxx36IoNldAeQSXCjHS9YTZhw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
549;"Lenovo ThinkPad X230 12.5"" Laptop Core i7 16GB 240GB SSD Win 10 Pro";265.00;;30-Mar 16:45;Oxford, United Kingdom;Used;Notebook/Laptop;;Lenovo;12.5 in;;;;Lenovo ThinkPad X230;Windows 10 Pro;;16 GB;;;modernvintagegames;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X230-12-5-034-Laptop-Core-i7-16GB-240GB-SSD-Win-10-Pro-/124133365355?hash=item1ce6ecd66b%3Ag%3AXpwAAOSwxVtef55y&nma=true&si=GDQckPhTUErTuXfUeXC8ZkXQOPI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
550;DELL PRECISION M4700 WIN10 Core-I7 256SSD 16GBram  AMD GRX . WEBCAM  1080p;255.00;50.00;30-Mar 16:45;Leeds, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;15.6 in;;;;Dell Precision M4700;Windows 10 pro;;16 GB;Intel Core i7 3rd Gen.;2.70 GHz;toptechcom;clean dell workstation with a i7 and ssd its fast reliable, windows 10 is stable . a good battery . ssd in good health see pics . battery holds a few hours charge . comes with a dell charger .;https://www.ebay.co.uk/itm/DELL-PRECISION-M4700-WIN10-Core-I7-256SSD-16GBram-AMD-GRX-WEBCAM-1080p-/114147957075?hash=item1a93bf9953%3Ag%3AEt8AAOSwrrBee4o7&nma=true&si=sBCtXZKY5COLxe6Dkic5OA4G4iA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
551;DELL PRECISION M6700 -i7-3740QM -16GB RAM -- NVIDIA K3000M For Parts No Battery;135.00;;30-Mar 16:45;Hyde, United Kingdom;Used;Laptop;;Dell;17.3in;;HDD (Hard Disk Drive);;Dell Precision M6700;Windows 10;;16 GB;Intel Core i7 3rd Gen.;2.70 GHz;rielectronic-0;;https://www.ebay.co.uk/itm/DELL-PRECISION-M6700-i7-3740QM-16GB-RAM-NVIDIA-K3000M-For-Parts-No-Battery-/254554056361?hash=item3b449aa6a9%3Ag%3AU30AAOSws4Fef8Br&nma=true&si=TiLbzv0uoeDMoQ6lYFQnfDgcKfY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
552;Razer Blade Stealth (2019) 13 i7 8565U 16GB MX150 256GB Fast Ultrabook Laptop;999.99;;30-Mar 16:45;Ayr, South Ayrshire, United Kingdom;Used;Notebook/Laptop;;Razer;13.3 in;1920 x 1080;SSD (Solid State Drive);;Razer Blade Stealth;Windows 10;;16 GB;Intel Core i7 8th Gen.;1.8Ghz / 4.6Ghz Turbo peak;cashgenayr;;https://www.ebay.co.uk/itm/Razer-Blade-Stealth-2019-13-i7-8565U-16GB-MX150-256GB-Fast-Ultrabook-Laptop-/313039410683?hash=item48e29a55fb%3Ag%3A-y4AAOSwFqZefdkK&nma=true&si=8EneIbuhkb46YTCKP0LKeYPM4PU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
553;Dell Inspiron 13 7373 2in1 Laptop Tablet i7 8550U 16GB 250GB SSD FHD Touch 2CFL2;620.00;35.00;30-Mar 16:45;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;"13.3"" FHD";1920 x 1080;SSD (Solid State Drive);;Dell Inspiron 13 7373;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;1.80GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-Inspiron-13-7373-2in1-Laptop-Tablet-i7-8550U-16GB-250GB-SSD-FHD-Touch-2CFL2-/143565795761?hash=item216d3031b1%3Ag%3Ajt0AAOSw8YVazg8Q&nma=true&si=7zkL4Z%252BVGIUFsMj6IaQ5VSY%252BOD0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
554;Dell Precision m4800 Intel Quad Core i7 Gaming * CAD;269.00;;30-Mar 16:45;Northolt, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell Precision M4800;Windows 10;;16 GB;Intel Core i7 4th Gen.;2.80 GHz;bedesign-uk;;https://www.ebay.co.uk/itm/Dell-Precision-m4800-Intel-Quad-Core-i7-Gaming-CAD-/233483712443?hash=item365cb6b7bb%3Ag%3Aa1MAAOSwVoJef8zU&nma=true&si=1INyKlCTJ0yulaMXesd4uNW4mxw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
555;Razer Blade Stealth 13 GTX1650 Intel i7 10th gen 16GB RAM 512GB SSD Laptop;1299.00;39.00;30-Mar 16:45;Edinburgh, United Kingdom;Used;Notebook/Laptop;;Razer;;;;;Razer Blade Stealth;;;16 GB;;;mtodak;Laptop in like new condition.Some very minor scratches on the top lid.Comes with genuine charger, paperwork and box (box in really used condition).See real photos attached.Adding FREE Logitech speakers and laptop case on top.;https://www.ebay.co.uk/itm/Razer-Blade-Stealth-13-GTX1650-Intel-i7-10th-gen-16GB-RAM-512GB-SSD-Laptop-/164125975802?hash=item2636aba4fa%3Ag%3ABAMAAOSw9zdeJJFd&nma=true&si=2GaqhxLEQbChcy2OiV0RGru70Lk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
556;ALIENWARE 15 R3 CORE i7 7820HK 16GB MEM 250GB SSD 1TB HDD 8GB GTX1080 FHD LZM2;1075.00;35.00;30-Mar 16:45;BRIGHOUSE, United Kingdom;Seller refurbished;Notebook/Laptop;ALIENWARE;Dell;"15.6"" FHD 120z GSYNC";1920 x 1080;HDD + SSD;;Alienware 15;Windows 10;Professional;16 GB;Intel Core i7 7th Gen.;2.90 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark. THIS UNIT HAS A LONG LIGHT SCRATCH ON THE BACK LID, THE ALIENWARE FX LIGHT SYSTEM IS NOT WORKING;https://www.ebay.co.uk/itm/ALIENWARE-15-R3-CORE-i7-7820HK-16GB-MEM-250GB-SSD-1TB-HDD-8GB-GTX1080-FHD-LZM2-/133371628661?hash=item1f0d918c75%3Ag%3AA0gAAOSw8VJZjEdO&nma=true&si=8T%252Fahd35gtLyBeT%252F%252FNa2wgOaQsU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
557;Dell Precision M6700 Fast i7 3920XM 240GB SSD 16GB MS Office K4000M 17.3” Win 10;449.99;25.03;30-Mar 16:45;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;17.3 in;1920 x 1080;SSD (Solid State Drive);240GB;Dell Precision M6700;Windows 10;Professional;16 GB;Intel Core i7 3rg Gen;2.90 GHz;klmgtrading;;https://www.ebay.co.uk/itm/Dell-Precision-M6700-Fast-i7-3920XM-240GB-SSD-16GB-MS-Office-K4000M-17-3-Win-10-/254540607890?hash=item3b43cd7192%3Ag%3AGxUAAOSwvXNebQMM&nma=true&si=LI7tJHN8%252BhSJ3fXMd44RXGYWGXA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
558;"17.3"" HP Envy dv7 Gaming Laptop Intel i7 Quad 16GB 240GB SSD+1TB GeForce Blu ray";675.00;29.09;30-Mar 16:45;Scunthorpe, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;"17.3""";;HDD + SSD;;Envy dv7;Windows 10;Home;16 GB;Intel Core i7 3rd Gen.;Turbo up to 3.4GHz;k_a_tech;Very Good Overall Condition. 90 Days Warranty. Fully Refurbished. Upgraded and Maxed out System RAM or Storage Drive or Performance. Works really fast & reliable. Essential Set Up Service is Free of Charge. Extended warranties Available. Best Regards K&A Tech Computers;https://www.ebay.co.uk/itm/17-3-034-HP-Envy-dv7-Gaming-Laptop-Intel-i7-Quad-16GB-240GB-SSD-1TB-GeForce-Blu-ray-/223959724481?hash=item34250a31c1%3Ag%3AYj0AAOSwQLVePrm3&nma=true&si=hJ2xjvrc6Xr%252FlkAyXR%252FWpN1sq%252B8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
559;HP Elitebook 820 G3 i7 16GB RAM 750GB;245.00;;30-Mar 16:45;London, United Kingdom;Used;Notebook/Laptop;;HP;12.5 in;1920 x 1080;M.2 SSD;;HP EliteBook 820 G3;Windows 10 Pro;;16 MB;Intel Core i7 6th Gen.;2.50 GHz;jonah1886;Overall very little signs of wear and tear. Slight crack on lid see pics.;https://www.ebay.co.uk/itm/HP-Elitebook-820-G3-i7-16GB-RAM-750GB-/202949286982?hash=item2f40b85c46%3Ag%3AcVQAAOSwxuJef9Kf&nma=true&si=ddPt2ba2KyQ0II8aEP0I3gDWCgU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
560;Dell Latitude E7480 Touch i7 7600 vPro 16GB DDR4 RAM 256GB SSD Laptop UltraBook;360.00;;30-Mar 16:45;Surbiton, United Kingdom;For parts or not working;Notebook/Laptop;;Dell;14 in;1920 x 1080;SSD (Solid State Drive);;Dell Latitude 7480;Windows 10 Pro;;16 GB;Intel Core i7 7th Gen.;3.90 GHz;d_c-computers;THE LAPTOP POWERS ON, BLUE SCREEN ERROR SHORTLY AFTER STARTING;https://www.ebay.co.uk/itm/Dell-Latitude-E7480-Touch-i7-7600-vPro-16GB-DDR4-RAM-256GB-SSD-Laptop-UltraBook-/264652061133?hash=item3d9e7df9cd%3Ag%3AJKAAAOSwnm1efWC2&nma=true&si=ZvHCYYIWNHrrlpAG66UDfrefWOs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
561;-LENOVO YOGA C940-15IRH 4K TOUCH i7-9750H 16GB RAM 1TB SSD US QWERTY GTX 1650;1795.99;50.42;30-Mar 16:45;ESSEX, United Kingdom;Opened - never used;Convertible 2-in-1 Laptop/Tablet;;Lenovo;14 in;;;;Lenovo Yoga C940-15IRH;Windows 10;;16 GB;Intel Core i7-9750H;;ewix;HIGH QUALITY LENOVO PRODUCTS IN NEW, UNUSED CONDITION WITH ABSOLUTELY NO SIGNS OF WEAR. THOSE UNITS ARE CANCELLED ORDERS, CUSTOMER CHANGE OF MINE RETURNS OR OPEN BOX LAPTOPS. 12 MONTHS MANUFACTURER WARRANTY, ACTIVE FROM DATE OF PURCHASE. THEY COME IN RETAIL BOX OR IN CASE IT IS DAMAGED IN LENOVO REPLACEMENT BOX;https://www.ebay.co.uk/itm/LENOVO-YOGA-C940-15IRH-4K-TOUCH-i7-9750H-16GB-RAM-1TB-SSD-US-QWERTY-GTX-1650-/283785896901?hash=item4212f523c5%3Ag%3AjWoAAOSwjP9eSm5g&nma=true&si=ssTZIhY%252FVFADVpfg%252FQjJNc8B5og%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
562;"Dell Latitude 5590 15.6""  Core i7 8650U 1.9GHz - 4.2GHz 16GB RAM 500GB NVME SSD";675.00;25.00;28-Mar 15:02;Bradford, West Yorkshire, United Kingdom;Opened - never used;;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell Latitude 5590;Windows 10;;16 GB;Intel Core i7 8th Gen.;1.9 GHz;pervak56gr;;https://www.ebay.co.uk/itm/Dell-Latitude-5590-15-6-034-Core-i7-8650U-1-9GHz-4-2GHz-16GB-RAM-500GB-NVME-SSD-/184213530290?hash=item2ae3fb66b2%3Ag%3ATDIAAOSw1vNeb80h&nma=true&si=y09xI7QZODThst6fC7rEqMCkJLQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
563;Lenovo ThinkPad T490, Intel i7-8665U, 512GB SSD, 16GB RAM 4 Yrs Warranty TOUCH!;940.00;34.04;30-Mar 16:45;Walsall, United Kingdom;New;Notebook/Laptop;;Lenovo;14 in;1920 x 1080;SSD (Solid State Drive);;Thinkpad T490;Windows 10 Pro;;16 GB;Intel Core i7 8th Gen.;1.90 GHz;geekazoid89;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T490-Intel-i7-8665U-512GB-SSD-16GB-RAM-4-Yrs-Warranty-TOUCH-/164127353574?hash=item2636c0aae6%3Ag%3A0wsAAOSwV7Zef09H&nma=true&si=NjialPMDZ4VzQcckFEPcc1JPOiE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
564;Dell Latitude e5470 Intel i7-6820HQ 16GB DDR4 256GB SSD WIN 10 Pro;320.00;;28-Mar 15:02;Sunderland, United Kingdom;Seller refurbished;;;Dell;14 in;1920 x 1080;SSD (Solid State Drive);;Dell Latitude E5470;Windows 10 Pro;;16 GB;Intel Core i7 6th Gen.;2.70 GHz;networkgear22;;https://www.ebay.co.uk/itm/Dell-Latitude-e5470-Intel-i7-6820HQ-16GB-DDR4-256GB-SSD-WIN-10-Pro-/254552646995?hash=item3b44852553%3Ag%3AsG4AAOSw339ee498&nma=true&si=HzxFYTOKNk5sM0Fw%252B4zHuur0Bfs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
565;Dell Precision M6600 Intel i7-2760QM 2.4GHz 16GB 480G 1TB NVidia K3000M FHD 1080;495.00;;28-Mar 15:02;Belfast, United Kingdom;Seller refurbished;Notebook/Laptop;Precision;Dell;17.3 in;;SSD (Solid State Drive);;Dell Precision M6600;Windows 10;Professional;16 GB;Intel Core i7 2nd Gen.;2.4 GHz;lapt.sho;"Refurbished Dell Precision M6600 laptop/workstation with quad core i7 processor and 17.3"" Full HD 1080p LCD screen. NVidia Quadro K3000M Graphics. Excellent condition with some wear on lid.";https://www.ebay.co.uk/itm/Dell-Precision-M6600-Intel-i7-2760QM-2-4GHz-16GB-480G-1TB-NVidia-K3000M-FHD-1080-/254421223776?hash=item3b3cafc960%3Ag%3ATX0AAOSwUYtdzVWE&nma=true&si=HacH5EylqsdHozcEATsLq0hnnlk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
566;"Dell XPS 9550 15"", i7 - 6700HQ, NVIDIA GeForce GTX 960M, 16GB RAM, 512gb SSD.";399.00;;28-Mar 15:02;Birmingham, United Kingdom;For parts or not working;Ultrabook;;Dell;15 in;1920 x 1080;SSD (Solid State Drive);256GB;Dell XPS 15 9550;Windows 10;Professional;16 GB;Intel Core i7-6700HQ;2.80 GHz to 3.80 GHz;sid_211;;https://www.ebay.co.uk/itm/Dell-XPS-9550-15-034-i7-6700HQ-NVIDIA-GeForce-GTX-960M-16GB-RAM-512gb-SSD-/184219033593?hash=item2ae44f5ff9%3Ag%3AYj0AAOSwg%7EJec5XC&nma=true&si=t5S9qC2Ke3I50ovzVukVxrAqif8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
567;"Hp Omen 17, AN015NA, i7 7700HQ, 16GB, GTX1070, 240GB, 1TB, 17.3""";799.00;;28-Mar 15:02;London, United Kingdom;Seller refurbished;Notebook/Laptop;;MSI;17.3 in;;HDD + SSD;;HP Omen;;;16 GB;;;daisyriverjazz01;;https://www.ebay.co.uk/itm/Hp-Omen-17-AN015NA-i7-7700HQ-16GB-GTX1070-240GB-1TB-17-3-034-/293494265843?hash=item44559f17f3%3Ag%3AcSUAAOSwwRpebmKE&nma=true&si=mbobMx2yikPJxAN28JpYPJUPPeg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
568;20% VAT Included - HP Laptop i5 i7 8GB 16GB 32GB RAM 256GB 512GB 1TB 2TB SSD;449.00;24.86;28-Mar 15:02;London, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;14 in;1920 x 1080;SSD (Solid State Drive);;;Windows 10;;32 GB;Intel Core i7 8th Gen.;;jelibean-inc;;https://www.ebay.co.uk/itm/20-VAT-Included-HP-Laptop-i5-i7-8GB-16GB-32GB-RAM-256GB-512GB-1TB-2TB-SSD/143562897128?hash=item216d03f6e8:m:mArtmdI0PxDEOkKCDJT47Gg
569;Lenovo ThinkPad X390 13.3 inch i7-8565U 16GB 512GB SSD Laptop ;799.99;;28-Mar 15:02;Glasgow, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;13.3 in;1920 x 1080;SSD (Solid State Drive);512GB;Lenovo Thinkpad X390;Windows 10 S;;16 GB;Intel Core i7 8th Gen.;1.80 GHz;nahm3d;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X390-13-3-inch-i7-8565U-16GB-512GB-SSD-Laptop-/293515896357?hash=item4456e92625%3Ag%3Av9AAAOSwAEhdv2XG&nma=true&si=Yer6r5J4TsBmbNdgkXOTZS53b2k%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
570;"ASUS ROG Strix 17.3"" Laptop Intel i7-7700HQ 16GB 1TB HDD+256GB SSD GTX1080 W10";1199.99;;28-Mar 15:02;Normanton, United Kingdom;New;;;Asus;17.3in;;SSD + HDD;;GL702VI-BA016T;Windows 10 (64-bit);;;Intel Core i7-7700HQ;;donnburrow6;;https://www.ebay.co.uk/itm/ASUS-ROG-Strix-17-3-034-Laptop-Intel-i7-7700HQ-16GB-1TB-HDD-256GB-SSD-GTX1080-W10-/254536089518?epid=6011069357&hash=item3b43887fae%3Ag%3AqRcAAOSwf%7ENeDj10&nma=true&si=QMFamyz3YFtAvDS%252FqKSfL1vBT0s%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
571;"Dell Latitude 7390 13.3"" FHD - Intel Core i7-8650U 1.90Ghz - 512GB SSD -16GB RAM";599.99;;28-Mar 15:02;Reading, Berkshire, United Kingdom;Used;Ultrabook;;Dell;13.3 in;1920 x 1080;SSD (Solid State Drive);;Latitude 7390;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;1.90 GHz;techdustry;"Used ""Used Near Mint Condition"" - see description below";https://www.ebay.co.uk/itm/Dell-Latitude-7390-13-3-034-FHD-Intel-Core-i7-8650U-1-90Ghz-512GB-SSD-16GB-RAM-/283820647982?hash=item421507662e%3Ag%3A%7EAcAAOSwoQlec7o2&nma=true&si=iTULtUtRXC%252BZIo1E3JVqrLKugQ8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
